,0
6137,1600964
6138,1598213
6139,1598202
6140,1598198
6141,1598020
6142,1597995
6143,1597932
6144,1597663
6145,1594235
6146,1594213
6147,1594188
6148,1594147
6149,1594083
6150,1594077
6151,1594076
6152,1594019
6153,1593937
6154,1593935
6155,1593934
6156,1593917
6157,1593912
6158,1593901
6159,1591269
6160,1591253
6161,1584383
6162,1584353
6163,1582495
6164,1582486
6165,1580911
6166,1580867
6167,1577775
6168,1577737
6169,1574142
6170,1574092
6171,1574032
6172,1571874
6173,1571864
6174,1570713
6175,1570591
6176,1570578
6177,1570467
6178,1569434
6179,1569422
6180,1569378
6181,1569300
6182,1569297
6183,1565367
6184,1562547
6185,1562541
6186,1562475
6187,1556211
6188,1555301
6189,1553788
6190,1552417
6191,1543209
6192,1541004
6193,1539468
6194,1539463
6195,1539343
6196,1532529
6197,1508762
6198,1508711
6199,1492540
6200,1612796
6201,1604817
6202,1594205
6203,1594045
6204,1594024
6205,1594007
6206,1594000
6207,1593980
6208,1593962
6209,1593960
6210,1593880
6211,1584114
6212,1577860
6213,1577707
6214,1558381
6215,1616214
6216,1615903
6217,1615870
6218,1615034
6219,1614485
6220,1614447
6221,1614280
6222,1614267
6223,1614261
6224,1614260
6225,1614237
6226,1613563
6227,1613553
6228,1613126
6229,1612562
6230,1612540
6231,1612136
6232,1612128
6233,1612091
6234,1611993
6235,1611982
6236,1611937
6237,1611874
6238,1611861
6239,1611791
6240,1611732
6241,1611635
6242,1611371
6243,1611349
6244,1611342
6245,1611326
6246,1610766
6247,1610748
6248,1610743
6249,1610735
6250,1610728
6251,1610628
6252,1610264
6253,1610220
6254,1609906
6255,1609891
6256,1609881
6257,1609357
6258,1608962
6259,1608686
6260,1608307
6261,1608185
6262,1608109
6263,1608019
6264,1608017
6265,1607973
6266,1607940
6267,1607929
6268,1607906
6269,1607891
6270,1607874
6271,1607849
6272,1607833
6273,1607831
6274,1607822
6275,1607800
6276,1607759
6277,1607607
6278,1607576
6279,1607572
6280,1607559
6281,1607545
6282,1607536
6283,1607528
6284,1607516
6285,1607498
6286,1607490
6287,1607388
6288,1607337
6289,1607014
6290,1606967
6291,1606737
6292,1606448
6293,1606343
6294,1605965
6295,1605428
6296,1605139
6297,1605100
6298,1604977
6299,1604909
6300,1604818
6301,1604750
6302,1604723
6303,1604277
6304,1604237
6305,1603894
6306,1603684
6307,1603410
6308,1603313
6309,1603307
6310,1603188
6311,1603119
6312,1603081
6313,1602981
6314,1602871
6315,1602849
6316,1602805
6317,1602748
6318,1602371
6319,1602154
6320,1602136
6321,1602121
6322,1602108
6323,1601963
6324,1601179
6325,1601028
6326,1600295
6327,1600009
6328,1599913
6329,1599594
6330,1599574
6331,1599569
6332,1599478
6333,1598907
6334,1598710
6335,1598468
6336,1598307
6337,1598103
6338,1597843
6339,1597746
6340,1597236
6341,1597070
6342,1596757
6343,1596690
6344,1596672
6345,1596444
6346,1596436
6347,1596367
6348,1596318
6349,1595877
6350,1595838
6351,1595727
6352,1595687
6353,1595617
6354,1595265
6355,1595137
6356,1594950
6357,1594774
6358,1594691
6359,1593101
6360,1592929
6361,1592919
6362,1592702
6363,1592379
6364,1592124
6365,1592104
6366,1592047
6367,1592036
6368,1591875
6369,1591752
6370,1591673
6371,1591515
6372,1591498
6373,1591493
6374,1591391
6375,1591072
6376,1590360
6377,1590349
6378,1590087
6379,1590053
6380,1589854
6381,1589761
6382,1589719
6383,1589685
6384,1589594
6385,1589433
6386,1589275
6387,1589126
6388,1588751
6389,1588209
6390,1587983
6391,1587835
6392,1587784
6393,1586938
6394,1586688
6395,1586564
6396,1586411
6397,1586215
6398,1586145
6399,1586113
6400,1586106
6401,1585994
6402,1585448
6403,1585339
6404,1585324
6405,1585306
6406,1585304
6407,1585232
6408,1585114
6409,1585106
6410,1585084
6411,1585080
6412,1584963
6413,1584922
6414,1584839
6415,1584557
6416,1583893
6417,1583821
6418,1583803
6419,1583710
6420,1583707
6421,1583676
6422,1583427
6423,1583088
6424,1582929
6425,1582241
6426,1582207
6427,1582145
6428,1581518
6429,1581454
6430,1581416
6431,1581380
6432,1580981
6433,1580943
6434,1580812
6435,1580800
6436,1580004
6437,1579977
6438,1579827
6439,1579815
6440,1579406
6441,1579017
6442,1578693
6443,1578491
6444,1578426
6445,1578291
6446,1578166
6447,1578090
6448,1577938
6449,1577499
6450,1577218
6451,1576972
6452,1576663
6453,1576646
6454,1576435
6455,1576282
6456,1575966
6457,1575794
6458,1575504
6459,1575195
6460,1574366
6461,1574273
6462,1574270
6463,1574193
6464,1573623
6465,1573593
6466,1573518
6467,1573031
6468,1572790
6469,1572715
6470,1572501
6471,1572454
6472,1571535
6473,1571297
6474,1571272
6475,1571252
6476,1570943
6477,1570761
6478,1570632
6479,1570508
6480,1570318
6481,1570123
6482,1570059
6483,1570030
6484,1569673
6485,1569641
6486,1569446
6487,1569321
6488,1569224
6489,1569220
6490,1568898
6491,1568847
6492,1568630
6493,1568344
6494,1568143
6495,1567988
6496,1567705
6497,1567321
6498,1567075
6499,1566867
6500,1566784
6501,1566775
6502,1566178
6503,1565902
6504,1565740
6505,1565439
6506,1564835
6507,1564715
6508,1564655
6509,1564464
6510,1564425
6511,1564376
6512,1563446
6513,1563289
6514,1562964
6515,1562590
6516,1562551
6517,1562266
6518,1561270
6519,1561030
6520,1560699
6521,1560631
6522,1560523
6523,1560412
6524,1560117
6525,1560080
6526,1559253
6527,1558938
6528,1558631
6529,1558291
6530,1558000
6531,1557501
6532,1557371
6533,1556156
6534,1556011
6535,1554362
6536,1553944
6537,1553669
6538,1553250
6539,1551716
6540,1550855
6541,1550584
6542,1550301
6543,1549173
6544,1548820
6545,1547963
6546,1546800
6547,1545935
6548,1545249
6549,1544960
6550,1543670
6551,1543067
6552,1542076
6553,1541362
6554,1539145
6555,1538711
6556,1538219
6557,1536743
6558,1536571
6559,1536151
6560,1534857
6561,1534328
6562,1533973
6563,1533699
6564,1532832
6565,1532804
6566,1532791
6567,1532661
6568,1531381
6569,1530686
6570,1530343
6571,1530066
6572,1529736
6573,1526782
6574,1526749
6575,1525598
6576,1525066
6577,1523932
6578,1523883
6579,1521377
6580,1520150
6581,1518977
6582,1518496
6583,1518361
6584,1518328
6585,1518127
6586,1517073
6587,1516097
6588,1515688
6589,1515579
6590,1514281
6591,1510258
6592,1509602
6593,1505083
6594,1502209
6595,1502019
6596,1499304
6597,1498465
6598,1498065
6599,1498041
6600,1494872
6601,1493764
6602,1485616
6603,1483748
6604,1481099
6605,1470864
6606,1429544
6607,1414696
6608,1403341
6609,1391446
6610,1373672
6611,1360752
6612,1612025
6613,1611870
6614,1610773
6615,1607914
6616,1602085
6617,1597288
6618,1596976
6619,1595589
6620,1588005
6621,1585270
6622,1578152
6623,1577655
6624,1576637
6625,1547152
6626,1545235
6627,1540337
6628,1536547
6629,1520032
6630,1494849
6631,1468967
6632,1462904
6633,1314660
6634,1178602
6635,1605974
6636,1604483
6637,1604466
6638,1600746
6639,1599899
6640,1599833
6641,1599822
6642,1599804
6643,1599667
6644,1599563
6645,1599458
6646,1599429
6647,1599411
6648,1599406
6649,1599383
6650,1598140
6651,1597914
6652,1597905
6653,1597794
6654,1597762
6655,1594456
6656,1594360
6657,1594358
6658,1594341
6659,1594299
6660,1594286
6661,1594282
6662,1594249
6663,1594101
6664,1593953
6665,1593913
6666,1591371
6667,1591333
6668,1591330
6669,1591326
6670,1591307
6671,1591302
6672,1591298
6673,1591214
6674,1591005
6675,1590741
6676,1587549
6677,1587536
6678,1587488
6679,1587441
6680,1587403
6681,1587372
6682,1585926
6683,1585859
6684,1585396
6685,1584699
6686,1584693
6687,1584681
6688,1584676
6689,1584637
6690,1584606
6691,1584489
6692,1584351
6693,1584331
6694,1584268
6695,1584075
6696,1583178
6697,1583079
6698,1583068
6699,1583063
6700,1580749
6701,1580721
6702,1577941
6703,1577919
6704,1577670
6705,1577667
6706,1577658
6707,1577576
6708,1577478
6709,1577465
6710,1574200
6711,1573971
6712,1573945
6713,1573460
6714,1572345
6715,1572213
6716,1572021
6717,1571868
6718,1570542
6719,1570501
6720,1570448
6721,1569828
6722,1569262
6723,1567164
6724,1567154
6725,1567130
6726,1565635
6727,1565400
6728,1562360
6729,1562151
6730,1562139
6731,1561118
6732,1559619
6733,1559614
6734,1556998
6735,1556809
6736,1556330
6737,1555430
6738,1555395
6739,1555336
6740,1555241
6741,1555234
6742,1554884
6743,1554559
6744,1553862
6745,1553001
6746,1552813
6747,1552781
6748,1546747
6749,1546582
6750,1546359
6751,1545033
6752,1543310
6753,1543176
6754,1543171
6755,1542991
6756,1540995
6757,1539681
6758,1537360
6759,1537152
6760,1518400
6761,1518398
6762,1516686
6763,1514673
6764,1513339
6765,1509883
6766,1508260
6767,1501850
6768,1500807
6769,1497568
6770,1490701
6771,1489606
6772,1606093
6773,1604479
6774,1599656
6775,1593882
6776,1577596
6777,1533547
6778,1542906
6779,1621518
6780,1621462
6781,1621339
6782,1621100
6783,1621091
6784,1621085
6785,1621017
6786,1621002
6787,1620970
6788,1620903
6789,1620899
6790,1620891
6791,1620860
6792,1620778
6793,1620695
6794,1620692
6795,1620691
6796,1620653
6797,1620636
6798,1620619
6799,1620618
6800,1620611
6801,1620605
6802,1620598
6803,1620582
6804,1620581
6805,1620579
6806,1620572
6807,1620570
6808,1620552
6809,1620550
6810,1620545
6811,1620534
6812,1620525
6813,1620518
6814,1620510
6815,1620485
6816,1620481
6817,1620478
6818,1620475
6819,1620470
6820,1620451
6821,1620430
6822,1620412
6823,1620411
6824,1620410
6825,1620406
6826,1620384
6827,1620379
6828,1620377
6829,1620359
6830,1620356
6831,1620352
6832,1620344
6833,1620331
6834,1620329
6835,1620315
6836,1620304
6837,1620303
6838,1620296
6839,1620294
6840,1620281
6841,1620280
6842,1620272
6843,1620254
6844,1620245
6845,1620244
6846,1620230
6847,1620214
6848,1620126
6849,1620030
6850,1620022
6851,1620020
6852,1620019
6853,1620018
6854,1619995
6855,1619977
6856,1619968
6857,1619966
6858,1619961
6859,1619952
6860,1619950
6861,1619947
6862,1619940
6863,1619938
6864,1619935
6865,1619934
6866,1619933
6867,1619918
6868,1619895
6869,1619860
6870,1619858
6871,1619853
6872,1619846
6873,1619842
6874,1619837
6875,1619832
6876,1619831
6877,1619818
6878,1619811
6879,1619809
6880,1619805
6881,1619790
6882,1619787
6883,1619783
6884,1619778
6885,1619772
6886,1619771
6887,1619767
6888,1619766
6889,1619746
6890,1619732
6891,1619730
6892,1619729
6893,1619725
6894,1619723
6895,1619715
6896,1619708
6897,1619683
6898,1619677
6899,1619665
6900,1619658
6901,1619653
6902,1619637
6903,1619635
6904,1619632
6905,1619624
6906,1619604
6907,1619586
6908,1619584
6909,1619579
6910,1619574
6911,1619566
6912,1619557
6913,1619555
6914,1619551
6915,1619548
6916,1619546
6917,1619536
6918,1619533
6919,1619526
6920,1619516
6921,1619505
6922,1619503
6923,1619502
6924,1619495
6925,1619494
6926,1619482
6927,1619480
6928,1619475
6929,1619471
6930,1619468
6931,1619457
6932,1619455
6933,1619453
6934,1619447
6935,1619445
6936,1619442
6937,1619441
6938,1619436
6939,1619435
6940,1619431
6941,1619418
6942,1619415
6943,1619412
6944,1619410
6945,1619409
6946,1619408
6947,1619397
6948,1619379
6949,1619376
6950,1619375
6951,1619373
6952,1619372
6953,1619362
6954,1619354
6955,1619353
6956,1619351
6957,1619346
6958,1619344
6959,1619342
6960,1619333
6961,1619325
6962,1619322
6963,1619319
6964,1619316
6965,1619301
6966,1619298
6967,1619297
6968,1619296
6969,1619293
6970,1619292
6971,1619290
6972,1619251
6973,1619250
6974,1619249
6975,1619248
6976,1619246
6977,1619245
6978,1619241
6979,1619238
6980,1619237
6981,1619236
6982,1619230
6983,1619221
6984,1619214
6985,1619211
6986,1619207
6987,1619202
6988,1619201
6989,1619198
6990,1619196
6991,1619195
6992,1619194
6993,1619192
6994,1619190
6995,1619183
6996,1619180
6997,1619077
6998,1619076
6999,1619072
7000,1619068
7001,1619060
7002,1619058
7003,1619057
7004,1619056
7005,1619042
7006,1619032
7007,1619019
7008,1619008
7009,1619001
7010,1618996
7011,1618994
7012,1618992
7013,1618989
7014,1618983
7015,1618982
7016,1618978
7017,1618977
7018,1619123
7019,1619122
7020,1619121
7021,1619120
7022,1619118
7023,1619112
7024,1619110
7025,1619104
7026,1619103
7027,1619102
7028,1619101
7029,1619097
7030,1619094
7031,1619092
7032,1619091
7033,1619090
7034,1619089
7035,1619088
7036,1619087
7037,1619085
7038,1619084
7039,1619083
7040,1619081
7041,1618971
7042,1618966
7043,1618955
7044,1618951
7045,1618950
7046,1618948
7047,1618946
7048,1618941
7049,1618940
7050,1618939
7051,1618934
7052,1618931
7053,1618927
7054,1618925
7055,1618923
7056,1618922
7057,1618917
7058,1618915
7059,1618914
7060,1618913
7061,1618912
7062,1618911
7063,1618910
7064,1618908
7065,1618906
7066,1618905
7067,1618901
7068,1618900
7069,1618895
7070,1618894
7071,1618890
7072,1618880
7073,1618879
7074,1618875
7075,1618871
7076,1618868
7077,1618847
7078,1618845
7079,1618808
7080,1618807
7081,1618794
7082,1618790
7083,1618788
7084,1618781
7085,1618772
7086,1618767
7087,1618762
7088,1618758
7089,1618757
7090,1618753
7091,1618723
7092,1618711
7093,1618710
7094,1618708
7095,1618699
7096,1618657
7097,1618650
7098,1618644
7099,1618642
7100,1618641
7101,1618630
7102,1618619
7103,1618617
7104,1618610
7105,1618604
7106,1618596
7107,1618593
7108,1618581
7109,1618579
7110,1618567
7111,1618562
7112,1618554
7113,1618550
7114,1618540
7115,1618537
7116,1618536
7117,1618534
7118,1618531
7119,1618528
7120,1618525
7121,1618522
7122,1618512
7123,1618485
7124,1618476
7125,1618472
7126,1618471
7127,1618470
7128,1618462
7129,1618460
7130,1618456
7131,1618448
7132,1618444
7133,1618437
7134,1618435
7135,1618433
7136,1618427
7137,1618426
7138,1618419
7139,1618415
7140,1618414
7141,1618412
7142,1618410
7143,1618408
7144,1618406
7145,1618402
7146,1618401
7147,1618399
7148,1618394
7149,1618392
7150,1618386
7151,1618385
7152,1618382
7153,1618378
7154,1618375
7155,1618374
7156,1618371
7157,1618360
7158,1618358
7159,1618357
7160,1618353
7161,1618351
7162,1618346
7163,1618345
7164,1618344
7165,1618335
7166,1618332
7167,1618329
7168,1618328
7169,1618326
7170,1618293
7171,1618278
7172,1618276
7173,1618275
7174,1618274
7175,1618270
7176,1618266
7177,1618254
7178,1618248
7179,1618246
7180,1618234
7181,1618233
7182,1618229
7183,1618228
7184,1618196
7185,1618189
7186,1618185
7187,1618175
7188,1618174
7189,1618173
7190,1618170
7191,1618168
7192,1618162
7193,1618160
7194,1618156
7195,1618153
7196,1618152
7197,1618151
7198,1618150
7199,1618147
7200,1618146
7201,1618143
7202,1618136
7203,1618131
7204,1618130
7205,1618124
7206,1618120
7207,1618117
7208,1618112
7209,1618110
7210,1618109
7211,1618100
7212,1618099
7213,1618093
7214,1618092
7215,1618089
7216,1618087
7217,1618086
7218,1618076
7219,1618073
7220,1618065
7221,1618058
7222,1618057
7223,1618054
7224,1618045
7225,1618041
7226,1618039
7227,1618036
7228,1618031
7229,1618023
7230,1618018
7231,1618014
7232,1618012
7233,1618010
7234,1618009
7235,1618000
7236,1617998
7237,1617997
7238,1617994
7239,1617991
7240,1617990
7241,1617989
7242,1617977
7243,1617970
7244,1617963
7245,1617961
7246,1617957
7247,1617953
7248,1617949
7249,1617948
7250,1617942
7251,1617940
7252,1617939
7253,1617936
7254,1617932
7255,1617928
7256,1617927
7257,1617922
7258,1617913
7259,1617909
7260,1617907
7261,1617900
7262,1617898
7263,1617897
7264,1617891
7265,1617890
7266,1617889
7267,1617880
7268,1617878
7269,1617877
7270,1617876
7271,1617873
7272,1617870
7273,1617869
7274,1617868
7275,1617866
7276,1617861
7277,1617857
7278,1617856
7279,1617854
7280,1617852
7281,1617851
7282,1617849
7283,1617846
7284,1617843
7285,1617841
7286,1617838
7287,1617833
7288,1617829
7289,1617828
7290,1617827
7291,1617822
7292,1617819
7293,1617818
7294,1617817
7295,1617815
7296,1617811
7297,1617810
7298,1617806
7299,1617802
7300,1617799
7301,1617797
7302,1617794
7303,1617793
7304,1617790
7305,1617788
7306,1617787
7307,1617786
7308,1617783
7309,1617782
7310,1617778
7311,1617774
7312,1617772
7313,1617766
7314,1617760
7315,1617750
7316,1617749
7317,1617747
7318,1617744
7319,1617742
7320,1617740
7321,1617738
7322,1617737
7323,1617727
7324,1617725
7325,1617720
7326,1617719
7327,1617718
7328,1617716
7329,1617714
7330,1617713
7331,1617712
7332,1617711
7333,1617710
7334,1617706
7335,1617705
7336,1617702
7337,1617700
7338,1617699
7339,1617698
7340,1617696
7341,1617694
7342,1617693
7343,1617692
7344,1617691
7345,1617690
7346,1617688
7347,1617686
7348,1617681
7349,1617680
7350,1617678
7351,1617677
7352,1617676
7353,1617674
7354,1617673
7355,1617672
7356,1617670
7357,1617668
7358,1617667
7359,1617665
7360,1617664
7361,1617663
7362,1617662
7363,1617659
7364,1617658
7365,1617657
7366,1617656
7367,1617654
7368,1617647
7369,1617646
7370,1617644
7371,1617643
7372,1617642
7373,1617627
7374,1617625
7375,1617624
7376,1617621
7377,1617619
7378,1617617
7379,1617615
7380,1617614
7381,1617610
7382,1617607
7383,1617605
7384,1617602
7385,1617599
7386,1617597
7387,1617588
7388,1617587
7389,1617584
7390,1617583
7391,1617582
7392,1617575
7393,1617574
7394,1617573
7395,1617572
7396,1617571
7397,1617566
7398,1617556
7399,1617555
7400,1617552
7401,1617545
7402,1617541
7403,1617540
7404,1617539
7405,1617536
7406,1617535
7407,1617532
7408,1617530
7409,1617526
7410,1617525
7411,1617523
7412,1617515
7413,1617507
7414,1617505
7415,1617503
7416,1617502
7417,1617500
7418,1617499
7419,1617495
7420,1617492
7421,1617491
7422,1617489
7423,1617484
7424,1617483
7425,1617482
7426,1617481
7427,1617478
7428,1617475
7429,1617472
7430,1617459
7431,1617458
7432,1617454
7433,1617453
7434,1617452
7435,1617450
7436,1617442
7437,1617441
7438,1617440
7439,1617439
7440,1617438
7441,1617436
7442,1617434
7443,1617433
7444,1617432
7445,1617429
7446,1617425
7447,1617414
7448,1617412
7449,1617409
7450,1617407
7451,1617405
7452,1617402
7453,1617400
7454,1617398
7455,1617396
7456,1617393
7457,1617392
7458,1617387
7459,1617382
7460,1617381
7461,1617379
7462,1617377
7463,1617376
7464,1617374
7465,1617373
7466,1617372
7467,1617371
7468,1617368
7469,1617367
7470,1617366
7471,1617365
7472,1617364
7473,1617353
7474,1617345
7475,1617342
7476,1617340
7477,1617339
7478,1616887
7479,1616869
7480,1616861
7481,1616860
7482,1616859
7483,1616858
7484,1616854
7485,1616851
7486,1616849
7487,1616848
7488,1616847
7489,1616844
7490,1616839
7491,1616835
7492,1616833
7493,1616831
7494,1616825
7495,1616824
7496,1616823
7497,1616810
7498,1616806
7499,1617274
7500,1617268
7501,1617267
7502,1617266
7503,1617264
7504,1617263
7505,1617262
7506,1617261
7507,1617258
7508,1617257
7509,1617256
7510,1617254
7511,1617253
7512,1617252
7513,1617246
7514,1617245
7515,1617244
7516,1617242
7517,1617241
7518,1617240
7519,1617233
7520,1617225
7521,1617224
7522,1617223
7523,1617219
7524,1617217
7525,1617215
7526,1617214
7527,1617207
7528,1617206
7529,1617196
7530,1617191
7531,1617186
7532,1617185
7533,1617184
7534,1617180
7535,1617178
7536,1617173
7537,1617171
7538,1617168
7539,1617165
7540,1617158
7541,1617156
7542,1617155
7543,1617154
7544,1617150
7545,1617148
7546,1617145
7547,1617144
7548,1617143
7549,1617139
7550,1617138
7551,1617136
7552,1617120
7553,1617112
7554,1617111
7555,1617109
7556,1617099
7557,1617098
7558,1617095
7559,1617094
7560,1617090
7561,1617089
7562,1617086
7563,1617084
7564,1617083
7565,1617079
7566,1617078
7567,1617077
7568,1617073
7569,1617070
7570,1617068
7571,1617066
7572,1617058
7573,1617055
7574,1617054
7575,1617053
7576,1617052
7577,1617050
7578,1617047
7579,1617046
7580,1617045
7581,1617043
7582,1617042
7583,1617030
7584,1617028
7585,1617023
7586,1617022
7587,1617021
7588,1617017
7589,1617016
7590,1617013
7591,1617007
7592,1616998
7593,1616997
7594,1616996
7595,1616993
7596,1616991
7597,1616990
7598,1616986
7599,1616982
7600,1616976
7601,1616972
7602,1616969
7603,1616966
7604,1616962
7605,1616953
7606,1616950
7607,1616947
7608,1616942
7609,1616934
7610,1616931
7611,1616927
7612,1616906
7613,1616897
7614,1616891
7615,1616885
7616,1616880
7617,1616875
7618,1616874
7619,1616871
7620,1616870
7621,1616815
7622,1616804
7623,1616803
7624,1616802
7625,1616794
7626,1616792
7627,1616791
7628,1616787
7629,1616786
7630,1616784
7631,1616778
7632,1616777
7633,1616772
7634,1616766
7635,1616765
7636,1616762
7637,1616761
7638,1616755
7639,1616754
7640,1616749
7641,1616748
7642,1616746
7643,1616745
7644,1616742
7645,1616741
7646,1616738
7647,1616732
7648,1616731
7649,1616730
7650,1616726
7651,1616725
7652,1616723
7653,1616721
7654,1616720
7655,1616716
7656,1616712
7657,1616710
7658,1616706
7659,1616705
7660,1616701
7661,1616700
7662,1616699
7663,1616695
7664,1616692
7665,1616690
7666,1616689
7667,1616686
7668,1616683
7669,1616674
7670,1616673
7671,1616670
7672,1616668
7673,1616666
7674,1616659
7675,1616656
7676,1616655
7677,1616654
7678,1616645
7679,1616638
7680,1616631
7681,1616630
7682,1616617
7683,1616616
7684,1616614
7685,1616613
7686,1616612
7687,1616604
7688,1616602
7689,1616583
7690,1616580
7691,1616579
7692,1616578
7693,1616575
7694,1616566
7695,1616565
7696,1616556
7697,1616545
7698,1616543
7699,1616539
7700,1616533
7701,1616528
7702,1616525
7703,1616520
7704,1616516
7705,1616508
7706,1616506
7707,1616500
7708,1616498
7709,1616494
7710,1616493
7711,1616491
7712,1616490
7713,1616487
7714,1616483
7715,1616475
7716,1616468
7717,1616462
7718,1616459
7719,1616456
7720,1616455
7721,1616454
7722,1616451
7723,1616450
7724,1616448
7725,1616447
7726,1616443
7727,1616441
7728,1616436
7729,1616433
7730,1616430
7731,1616428
7732,1616426
7733,1616423
7734,1616417
7735,1616415
7736,1616396
7737,1616392
7738,1616391
7739,1616390
7740,1616388
7741,1616387
7742,1616383
7743,1616381
7744,1616374
7745,1616372
7746,1616369
7747,1616364
7748,1616363
7749,1616362
7750,1616360
7751,1616358
7752,1616356
7753,1616352
7754,1616350
7755,1616348
7756,1616341
7757,1616335
7758,1616334
7759,1616333
7760,1616331
7761,1616321
7762,1616318
7763,1616317
7764,1616314
7765,1616313
7766,1616309
7767,1616307
7768,1616305
7769,1616304
7770,1616303
7771,1616300
7772,1616298
7773,1616296
7774,1616294
7775,1616289
7776,1616283
7777,1616274
7778,1616268
7779,1616261
7780,1616260
7781,1616255
7782,1616253
7783,1616250
7784,1616248
7785,1616247
7786,1616246
7787,1616244
7788,1616242
7789,1616240
7790,1616237
7791,1616232
7792,1616231
7793,1616230
7794,1616229
7795,1616228
7796,1616200
7797,1616164
7798,1616120
7799,1616105
7800,1616094
7801,1616090
7802,1616087
7803,1616072
7804,1616069
7805,1616068
7806,1616057
7807,1616053
7808,1616052
7809,1616043
7810,1616036
7811,1616032
7812,1616029
7813,1616028
7814,1616024
7815,1616013
7816,1615986
7817,1615985
7818,1615983
7819,1615981
7820,1615965
7821,1615964
7822,1615963
7823,1615958
7824,1615953
7825,1615952
7826,1615943
7827,1615934
7828,1615933
7829,1615925
7830,1615907
7831,1615874
7832,1615872
7833,1615859
7834,1615848
7835,1615847
7836,1615840
7837,1615836
7838,1615831
7839,1615827
7840,1615820
7841,1615816
7842,1615809
7843,1615807
7844,1615797
7845,1615796
7846,1615777
7847,1615774
7848,1615771
7849,1615767
7850,1615760
7851,1615758
7852,1615753
7853,1615751
7854,1615750
7855,1615748
7856,1615745
7857,1615739
7858,1615732
7859,1615728
7860,1615727
7861,1615724
7862,1615723
7863,1615722
7864,1615720
7865,1615719
7866,1615714
7867,1615709
7868,1615707
7869,1615705
7870,1615702
7871,1615693
7872,1615687
7873,1615679
7874,1615678
7875,1615674
7876,1615664
7877,1615661
7878,1615658
7879,1615654
7880,1615652
7881,1615629
7882,1615625
7883,1615622
7884,1615611
7885,1615609
7886,1615607
7887,1615602
7888,1615600
7889,1615598
7890,1615593
7891,1615592
7892,1615591
7893,1615590
7894,1615589
7895,1615582
7896,1615578
7897,1615576
7898,1615575
7899,1615574
7900,1615573
7901,1615572
7902,1615566
7903,1615563
7904,1615562
7905,1615558
7906,1615556
7907,1615555
7908,1615554
7909,1615553
7910,1615552
7911,1615551
7912,1615550
7913,1615546
7914,1615543
7915,1615539
7916,1615538
7917,1615530
7918,1615529
7919,1615521
7920,1615517
7921,1615515
7922,1615514
7923,1615504
7924,1615503
7925,1615498
7926,1615496
7927,1615493
7928,1615492
7929,1615477
7930,1615475
7931,1615472
7932,1615471
7933,1615466
7934,1615464
7935,1615462
7936,1615458
7937,1615449
7938,1615448
7939,1615446
7940,1615432
7941,1615430
7942,1615428
7943,1615427
7944,1615419
7945,1615418
7946,1615416
7947,1615414
7948,1615411
7949,1615410
7950,1615404
7951,1615402
7952,1615400
7953,1615399
7954,1615396
7955,1615393
7956,1615389
7957,1615388
7958,1615387
7959,1615386
7960,1615384
7961,1615383
7962,1615374
7963,1615373
7964,1615371
7965,1615367
7966,1615362
7967,1615360
7968,1615356
7969,1615351
7970,1615349
7971,1615347
7972,1615345
7973,1615342
7974,1615333
7975,1615327
7976,1615326
7977,1615320
7978,1615317
7979,1615316
7980,1615315
7981,1615302
7982,1615301
7983,1615297
7984,1615287
7985,1615285
7986,1615282
7987,1615273
7988,1615256
7989,1615251
7990,1615248
7991,1615246
7992,1615245
7993,1615239
7994,1615229
7995,1615226
7996,1615222
7997,1615216
7998,1615209
7999,1615206
8000,1615199
8001,1615191
8002,1615187
8003,1615186
8004,1615183
8005,1615181
8006,1615176
8007,1615175
8008,1615173
8009,1615172
8010,1615170
8011,1615167
8012,1615164
8013,1615158
8014,1615149
8015,1615145
8016,1615144
8017,1615143
8018,1615127
8019,1615126
8020,1615124
8021,1615123
8022,1615120
8023,1615116
8024,1615114
8025,1615098
8026,1615093
8027,1615089
8028,1615088
8029,1615081
8030,1615078
8031,1615076
8032,1615069
8033,1615065
8034,1615064
8035,1615054
8036,1615053
8037,1615052
8038,1615051
8039,1615048
8040,1615042
8041,1615039
8042,1615035
8043,1615031
8044,1615028
8045,1615017
8046,1615016
8047,1615013
8048,1615012
8049,1615010
8050,1615008
8051,1615001
8052,1614997
8053,1614996
8054,1614995
8055,1614989
8056,1614988
8057,1614985
8058,1614984
8059,1614981
8060,1614979
8061,1614973
8062,1614972
8063,1614966
8064,1614965
8065,1614962
8066,1614957
8067,1614952
8068,1614946
8069,1614921
8070,1614917
8071,1614911
8072,1614908
8073,1614902
8074,1614884
8075,1614882
8076,1614880
8077,1614876
8078,1614872
8079,1614870
8080,1614867
8081,1614865
8082,1614862
8083,1614860
8084,1614837
8085,1614835
8086,1614833
8087,1614832
8088,1614827
8089,1614824
8090,1614820
8091,1614818
8092,1614817
8093,1614815
8094,1614810
8095,1614809
8096,1614808
8097,1614800
8098,1614796
8099,1614795
8100,1614789
8101,1614784
8102,1614781
8103,1614778
8104,1614777
8105,1614776
8106,1614769
8107,1614767
8108,1614765
8109,1614758
8110,1614752
8111,1614751
8112,1614744
8113,1614743
8114,1614739
8115,1614737
8116,1614736
8117,1614735
8118,1614731
8119,1614728
8120,1614717
8121,1614716
8122,1614705
8123,1614699
8124,1614689
8125,1614688
8126,1614686
8127,1614685
8128,1614683
8129,1614680
8130,1614679
8131,1614678
8132,1614676
8133,1614674
8134,1614672
8135,1614670
